Data Set,Time,Confirmed,Healed,Dead,Increased Confirmed,Increased Healed,Increased Dead,Healed/Confirmed(Permillage),Dead/Confirmed(Permillage),Data Source,Level,Continent,Country,Province,City,County,Town,Village,Building,Longitude,Latitude
COVID-19_Tencent,2020-05-14 23:59:00,55,54,0,0,1,0,981.82,0.0,Inputted Data,Province,Asia,People's Republic of China,Tianjin,,,,,,117.200983,39.084158
COVID-19_Tencent,2020-05-14 23:59:00,45,43,0,0,0,0,955.56,0.0,Inputted Data,Province,Asia,People's Republic of China,Macau,,,,,,113.543028,22.186835
COVID-19_Tencent,2020-05-14 23:59:00,31,28,0,2,0,0,903.23,0.0,Inputted Data,Province,Asia,People's Republic of China,Liaoning,,,,,,123.42944,41.835441
COVID-19_Tencent,2020-05-14 23:59:00,25,23,0,0,0,0,920.0,0.0,Inputted Data,Province,Asia,People's Republic of China,Shandong,,,,,,117.020359,36.66853
COVID-19_Tencent,2020-05-14 23:59:00,21,21,0,0,0,0,1000.0,0.0,Inputted Data,Province,Asia,People's Republic of China,Sichuan,,,,,,104.075931,30.651651
COVID-19_Tencent,2020-05-14 23:59:00,19,16,0,0,0,0,842.11,0.0,Inputted Data,Province,Asia,People's Republic of China,Jilin,,,,,,125.32599,43.896536
COVID-19_Tencent,2020-05-14 23:59:00,18,18,0,0,0,0,1000.0,0.0,Inputted Data,Province,Asia,People's Republic of China,Qinghai,,,,,,101.780199,36.620901
COVID-19_Tencent,2020-05-14 23:59:00,10,9,0,0,0,0,900.0,0.0,Inputted Data,Province,Asia,People's Republic of China,Hebei,,,,,,114.468664,38.037057
COVID-19_Tencent,2020-05-14 23:59:00,1,1,0,0,0,0,1000.0,0.0,Inputted Data,Province,Asia,People's Republic of China,Xizang,,,,,,91.117212,29.646922
COVID-19_Tencent,2020-05-13 23:59:00,11126,10891,75,4,35,0,978.88,6.74,Statistic Data,Country,Asia,People's Republic of China,,,,,,,104.195397,35.86166
COVID-19_Tencent,2020-05-13 23:59:00,11126,10891,75,4,35,0,978.88,6.74,Statistic Data,Continent,Asia,,,,,,,,111.23125,33.47486
COVID-19_Tencent,2020-05-13 23:59:00,11126,10891,75,4,35,0,978.88,6.74,Statistic Data,Global,,,,,,,,,148.770017,27.499299
COVID-19_Tencent,2020-05-13 23:59:00,1276,1254,22,0,0,0,982.76,17.24,Inputted Data,Province,Asia,People's Republic of China,Henan,,,,,,113.753602,34.765515
COVID-19_Tencent,2020-05-13 23:59:00,1268,1267,1,0,0,0,999.21,0.79,Inputted Data,Province,Asia,People's Republic of China,Zhejiang,,,,,,120.152791,30.267446
COVID-19_Tencent,2020-05-13 23:59:00,1050,1008,4,3,17,0,960.0,3.81,Inputted Data,Province,Asia,People's Republic of China,Hong Kong,,,,,,114.163825,22.276284
COVID-19_Tencent,2020-05-13 23:59:00,1019,1015,4,0,0,0,996.07,3.93,Inputted Data,Province,Asia,People's Republic of China,Hunan,,,,,,112.98381,28.112444
COVID-19_Tencent,2020-05-13 23:59:00,991,985,6,0,0,0,993.95,6.05,Inputted Data,Province,Asia,People's Republic of China,Anhui,,,,,,117.284922,31.861184
COVID-19_Tencent,2020-05-13 23:59:00,937,936,1,0,0,0,998.93,1.07,Inputted Data,Province,Asia,People's Republic of China,Jiangxi,,,,,,115.909228,28.675696
COVID-19_Tencent,2020-05-13 23:59:00,653,653,0,0,0,0,1000.0,0.0,Inputted Data,Province,Asia,People's Republic of China,Jiangsu,,,,,,118.763232,32.061707
COVID-19_Tencent,2020-05-13 23:59:00,579,573,6,0,0,0,989.64,10.36,Inputted Data,Province,Asia,People's Republic of China,Chongqing,,,,,,106.551556,29.563009
COVID-19_Tencent,2020-05-13 23:59:00,440,375,7,0,3,0,852.27,15.91,Inputted Data,Province,Asia,People's Republic of China,Taiwan,,,,,,121.508903,25.044319
COVID-19_Tencent,2020-05-13 23:59:00,386,386,0,0,4,0,1000.0,0.0,Inputted Data,Province,Asia,People's Republic of China,Heilongjiang,,,,,,126.661669,45.742347
COVID-19_Tencent,2020-05-13 23:59:00,321,301,0,1,2,0,937.69,0.0,Inputted Data,Province,Asia,People's Republic of China,Shanghai,,,,,,121.473701,31.230416
COVID-19_Tencent,2020-05-13 23:59:00,254,252,2,0,0,0,992.13,7.87,Inputted Data,Province,Asia,People's Republic of China,Guangxi,,,,,,108.327546,22.815478
COVID-19_Tencent,2020-05-13 23:59:00,252,245,7,0,0,0,972.22,27.78,Inputted Data,Province,Asia,People's Republic of China,Hubei,,,,,,114.341861,30.546498
COVID-19_Tencent,2020-05-13 23:59:00,194,194,0,0,0,0,1000.0,0.0,Inputted Data,Province,Asia,People's Republic of China,Guangdong,,,,,,113.26653,23.132191
COVID-19_Tencent,2020-05-13 23:59:00,185,183,2,0,0,0,989.19,10.81,Inputted Data,Province,Asia,People's Republic of China,Yunnan,,,,,,102.710002,25.045806
COVID-19_Tencent,2020-05-13 23:59:00,174,167,0,0,1,0,959.77,0.0,Inputted Data,Province,Asia,People's Republic of China,Beijing,,,,,,116.407526,39.90403
COVID-19_Tencent,2020-05-13 23:59:00,168,162,6,0,0,0,964.29,35.71,Inputted Data,Province,Asia,People's Republic of China,Hainan,,,,,,110.349228,20.017377
COVID-19_Tencent,2020-05-13 23:59:00,147,145,2,0,0,0,986.39,13.61,Inputted Data,Province,Asia,People's Republic of China,Guizhou,,,,,,106.70741,26.598194
COVID-19_Tencent,2020-05-13 23:59:00,139,137,2,0,0,0,985.61,14.39,Inputted Data,Province,Asia,People's Republic of China,Gansu,,,,,,103.826308,36.059421
COVID-19_Tencent,2020-05-13 23:59:00,132,115,0,0,2,0,871.21,0.0,Inputted Data,Province,Asia,People's Republic of China,Inner Mongolia,,,,,,111.765617,40.817498
COVID-19_Tencent,2020-05-13 23:59:00,76,73,3,0,0,0,960.53,39.47,Inputted Data,Province,Asia,People's Republic of China,Xinjiang,,,,,,87.627704,43.793026
COVID-19_Tencent,2020-05-13 23:59:00,75,75,0,0,0,0,1000.0,0.0,Inputted Data,Province,Asia,People's Republic of China,Ningxia,,,,,,106.258754,38.471317
COVID-19_Tencent,2020-05-13 23:59:00,64,64,0,0,1,0,1000.0,0.0,Inputted Data,Province,Asia,People's Republic of China,Shanxi,,,,,,112.562398,37.873531
COVID-19_Tencent,2020-05-13 23:59:00,63,55,0,0,1,0,873.02,0.0,Inputted Data,Province,Asia,People's Republic of China,Shaanxi,,,,,,108.954239,34.265472
COVID-19_Tencent,2020-05-13 23:59:00,60,59,0,0,0,0,983.33,0.0,Inputted Data,Province,Asia,People's Republic of China,Fujian,,,,,,119.295144,26.100779
COVID-19_Tencent,2020-05-13 23:59:00,55,53,0,0,0,0,963.64,0.0,Inputted Data,Province,Asia,People's Republic of China,Tianjin,,,,,,117.200983,39.084158
COVID-19_Tencent,2020-05-13 23:59:00,45,43,0,0,1,0,955.56,0.0,Inputted Data,Province,Asia,People's Republic of China,Macau,,,,,,113.543028,22.186835
COVID-19_Tencent,2020-05-13 23:59:00,29,28,0,0,0,0,965.52,0.0,Inputted Data,Province,Asia,People's Republic of China,Liaoning,,,,,,123.42944,41.835441
COVID-19_Tencent,2020-05-13 23:59:00,25,23,0,0,0,0,920.0,0.0,Inputted Data,Province,Asia,People's Republic of China,Shandong,,,,,,117.020359,36.66853
COVID-19_Tencent,2020-05-13 23:59:00,21,21,0,0,0,0,1000.0,0.0,Inputted Data,Province,Asia,People's Republic of China,Sichuan,,,,,,104.075931,30.651651
COVID-19_Tencent,2020-05-13 23:59:00,19,16,0,0,3,0,842.11,0.0,Inputted Data,Province,Asia,People's Republic of China,Jilin,,,,,,125.32599,43.896536
COVID-19_Tencent,2020-05-13 23:59:00,18,18,0,0,0,0,1000.0,0.0,Inputted Data,Province,Asia,People's Republic of China,Qinghai,,,,,,101.780199,36.620901
COVID-19_Tencent,2020-05-13 23:59:00,10,9,0,0,0,0,900.0,0.0,Inputted Data,Province,Asia,People's Republic of China,Hebei,,,,,,114.468664,38.037057
COVID-19_Tencent,2020-05-13 23:59:00,1,1,0,0,0,0,1000.0,0.0,Inputted Data,Province,Asia,People's Republic of China,Xizang,,,,,,91.117212,29.646922
COVID-19_Tencent,2020-05-12 23:59:00,11122,10856,75,632,664,0,976.08,6.74,Statistic Data,Country,Asia,People's Republic of China,,,,,,,104.195397,35.86166
COVID-19_Tencent,2020-05-12 23:59:00,11122,10856,75,632,664,0,976.08,6.74,Statistic Data,Continent,Asia,,,,,,,,111.23125,33.47486
COVID-19_Tencent,2020-05-12 23:59:00,11122,10856,75,632,664,0,976.08,6.74,Statistic Data,Global,,,,,,,,,148.770017,27.499299
COVID-19_Tencent,2020-05-12 23:59:00,1276,1254,22,0,0,0,982.76,17.24,Inputted Data,Province,Asia,People's Republic of China,Henan,,,,,,113.753602,34.765515
COVID-19_Tencent,2020-05-12 23:59:00,1268,1267,1,0,0,0,999.21,0.79,Inputted Data,Province,Asia,People's Republic of China,Zhejiang,,,,,,120.152791,30.267446
COVID-19_Tencent,2020-05-12 23:59:00,1047,991,4,0,6,0,946.51,3.82,Inputted Data,Province,Asia,People's Republic of China,Hong Kong,,,,,,114.163825,22.276284
COVID-19_Tencent,2020-05-12 23:59:00,1019,1015,4,0,0,0,996.07,3.93,Inputted Data,Province,Asia,People's Republic of China,Hunan,,,,,,112.98381,28.112444
COVID-19_Tencent,2020-05-12 23:59:00,991,985,6,0,0,0,993.95,6.05,Inputted Data,Province,Asia,People's Republic of China,Anhui,,,,,,117.284922,31.861184
COVID-19_Tencent,2020-05-12 23:59:00,937,936,1,0,0,0,998.93,1.07,Inputted Data,Province,Asia,People's Republic of China,Jiangxi,,,,,,115.909228,28.675696
COVID-19_Tencent,2020-05-12 23:59:00,653,653,0,631,631,0,1000.0,0.0,Inputted Data,Province,Asia,People's Republic of China,Jiangsu,,,,,,118.763232,32.061707
COVID-19_Tencent,2020-05-12 23:59:00,579,573,6,0,0,0,989.64,10.36,Inputted Data,Province,Asia,People's Republic of China,Chongqing,,,,,,106.551556,29.563009
COVID-19_Tencent,2020-05-12 23:59:00,440,372,7,0,4,0,845.45,15.91,Inputted Data,Province,Asia,People's Republic of China,Taiwan,,,,,,121.508903,25.044319
COVID-19_Tencent,2020-05-12 23:59:00,386,382,0,0,14,0,989.64,0.0,Inputted Data,Province,Asia,People's Republic of China,Heilongjiang,,,,,,126.661669,45.742347
COVID-19_Tencent,2020-05-12 23:59:00,320,299,0,0,4,0,934.38,0.0,Inputted Data,Province,Asia,People's Republic of China,Shanghai,,,,,,121.473701,31.230416
COVID-19_Tencent,2020-05-12 23:59:00,254,252,2,0,0,0,992.13,7.87,Inputted Data,Province,Asia,People's Republic of China,Guangxi,,,,,,108.327546,22.815478
COVID-19_Tencent,2020-05-12 23:59:00,252,245,7,0,0,0,972.22,27.78,Inputted Data,Province,Asia,People's Republic of China,Hubei,,,,,,114.341861,30.546498
COVID-19_Tencent,2020-05-12 23:59:00,194,194,0,0,0,0,1000.0,0.0,Inputted Data,Province,Asia,People's Republic of China,Guangdong,,,,,,113.26653,23.132191
COVID-19_Tencent,2020-05-12 23:59:00,185,183,2,0,0,0,989.19,10.81,Inputted Data,Province,Asia,People's Republic of China,Yunnan,,,,,,102.710002,25.045806
COVID-19_Tencent,2020-05-12 23:59:00,174,166,0,0,2,0,954.02,0.0,Inputted Data,Province,Asia,People's Republic of China,Beijing,,,,,,116.407526,39.90403
COVID-19_Tencent,2020-05-12 23:59:00,168,162,6,0,0,0,964.29,35.71,Inputted Data,Province,Asia,People's Republic of China,Hainan,,,,,,110.349228,20.017377
COVID-19_Tencent,2020-05-12 23:59:00,147,145,2,0,0,0,986.39,13.61,Inputted Data,Province,Asia,People's Republic of China,Guizhou,,,,,,106.70741,26.598194
COVID-19_Tencent,2020-05-12 23:59:00,139,137,2,0,0,0,985.61,14.39,Inputted Data,Province,Asia,People's Republic of China,Gansu,,,,,,103.826308,36.059421
COVID-19_Tencent,2020-05-12 23:59:00,132,113,0,1,1,0,856.06,0.0,Inputted Data,Province,Asia,People's Republic of China,Inner Mongolia,,,,,,111.765617,40.817498
COVID-19_Tencent,2020-05-12 23:59:00,76,73,3,0,0,0,960.53,39.47,Inputted Data,Province,Asia,People's Republic of China,Xinjiang,,,,,,87.627704,43.793026
COVID-19_Tencent,2020-05-12 23:59:00,75,75,0,0,0,0,1000.0,0.0,Inputted Data,Province,Asia,People's Republic of China,Ningxia,,,,,,106.258754,38.471317
COVID-19_Tencent,2020-05-12 23:59:00,64,63,0,0,0,0,984.38,0.0,Inputted Data,Province,Asia,People's Republic of China,Shanxi,,,,,,112.562398,37.873531
COVID-19_Tencent,2020-05-12 23:59:00,63,54,0,0,2,0,857.14,0.0,Inputted Data,Province,Asia,People's Republic of China,Shaanxi,,,,,,108.954239,34.265472
COVID-19_Tencent,2020-05-12 23:59:00,60,59,0,0,0,0,983.33,0.0,Inputted Data,Province,Asia,People's Republic of China,Fujian,,,,,,119.295144,26.100779
COVID-19_Tencent,2020-05-12 23:59:00,55,53,0,0,0,0,963.64,0.0,Inputted Data,Province,Asia,People's Republic of China,Tianjin,,,,,,117.200983,39.084158
COVID-19_Tencent,2020-05-12 23:59:00,45,42,0,0,0,0,933.33,0.0,Inputted Data,Province,Asia,People's Republic of China,Macau,,,,,,113.543028,22.186835
COVID-19_Tencent,2020-05-12 23:59:00,29,28,0,0,0,0,965.52,0.0,Inputted Data,Province,Asia,People's Republic of China,Liaoning,,,,,,123.42944,41.835441
COVID-19_Tencent,2020-05-12 23:59:00,25,23,0,0,0,0,920.0,0.0,Inputted Data,Province,Asia,People's Republic of China,Shandong,,,,,,117.020359,36.66853
COVID-19_Tencent,2020-05-12 23:59:00,21,21,0,0,0,0,1000.0,0.0,Inputted Data,Province,Asia,People's Republic of China,Sichuan,,,,,,104.075931,30.651651
COVID-19_Tencent,2020-05-12 23:59:00,19,13,0,0,0,0,684.21,0.0,Inputted Data,Province,Asia,People's Republic of China,Jilin,,,,,,125.32599,43.896536
COVID-19_Tencent,2020-05-12 23:59:00,18,18,0,0,0,0,1000.0,0.0,Inputted Data,Province,Asia,People's Republic of China,Qinghai,,,,,,101.780199,36.620901
COVID-19_Tencent,2020-05-12 23:59:00,10,9,0,0,0,0,900.0,0.0,Inputted Data,Province,Asia,People's Republic of China,Hebei,,,,,,114.468664,38.037057
COVID-19_Tencent,2020-05-12 23:59:00,1,1,0,0,0,0,1000.0,0.0,Inputted Data,Province,Asia,People's Republic of China,Xizang,,,,,,91.117212,29.646922
COVID-19_Tencent,2020-05-11 23:59:00,10490,10192,75,181,200,3,971.59,7.15,Statistic Data,Country,Asia,People's Republic of China,,,,,,,104.195397,35.86166
COVID-19_Tencent,2020-05-11 23:59:00,10490,10192,75,181,200,3,971.59,7.15,Statistic Data,Continent,Asia,,,,,,,,111.23125,33.47486
COVID-19_Tencent,2020-05-11 23:59:00,10490,10192,75,181,200,3,971.59,7.15,Statistic Data,Global,,,,,,,,,148.770017,27.499299
COVID-19_Tencent,2020-05-11 23:59:00,1276,1254,22,0,0,0,982.76,17.24,Inputted Data,Province,Asia,People's Republic of China,Henan,,,,,,113.753602,34.765515
COVID-19_Tencent,2020-05-11 23:59:00,1268,1267,1,0,0,0,999.21,0.79,Inputted Data,Province,Asia,People's Republic of China,Zhejiang,,,,,,120.152791,30.267446
COVID-19_Tencent,2020-05-11 23:59:00,1047,985,4,0,3,0,940.78,3.82,Inputted Data,Province,Asia,People's Republic of China,Hong Kong,,,,,,114.163825,22.276284
COVID-19_Tencent,2020-05-11 23:59:00,1019,1015,4,0,0,0,996.07,3.93,Inputted Data,Province,Asia,People's Republic of China,Hunan,,,,,,112.98381,28.112444
COVID-19_Tencent,2020-05-11 23:59:00,991,985,6,0,0,0,993.95,6.05,Inputted Data,Province,Asia,People's Republic of China,Anhui,,,,,,117.284922,31.861184
COVID-19_Tencent,2020-05-11 23:59:00,937,936,1,0,0,0,998.93,1.07,Inputted Data,Province,Asia,People's Republic of China,Jiangxi,,,,,,115.909228,28.675696
COVID-19_Tencent,2020-05-11 23:59:00,579,573,6,0,0,0,989.64,10.36,Inputted Data,Province,Asia,People's Republic of China,Chongqing,,,,,,106.551556,29.563009
COVID-19_Tencent,2020-05-11 23:59:00,440,368,7,0,2,1,836.36,15.91,Inputted Data,Province,Asia,People's Republic of China,Taiwan,,,,,,121.508903,25.044319
COVID-19_Tencent,2020-05-11 23:59:00,386,368,0,0,13,0,953.37,0.0,Inputted Data,Province,Asia,People's Republic of China,Heilongjiang,,,,,,126.661669,45.742347
COVID-19_Tencent,2020-05-11 23:59:00,320,295,0,0,0,0,921.88,0.0,Inputted Data,Province,Asia,People's Republic of China,Shanghai,,,,,,121.473701,31.230416
COVID-19_Tencent,2020-05-11 23:59:00,254,252,2,0,0,0,992.13,7.87,Inputted Data,Province,Asia,People's Republic of China,Guangxi,,,,,,108.327546,22.815478
COVID-19_Tencent,2020-05-11 23:59:00,252,245,7,0,0,0,972.22,27.78,Inputted Data,Province,Asia,People's Republic of China,Hubei,,,,,,114.341861,30.546498
COVID-19_Tencent,2020-05-11 23:59:00,194,194,0,0,1,0,1000.0,0.0,Inputted Data,Province,Asia,People's Republic of China,Guangdong,,,,,,113.26653,23.132191
COVID-19_Tencent,2020-05-11 23:59:00,185,183,2,174,172,2,989.19,10.81,Inputted Data,Province,Asia,People's Republic of China,Yunnan,,,,,,102.710002,25.045806
COVID-19_Tencent,2020-05-11 23:59:00,174,164,0,0,3,0,942.53,0.0,Inputted Data,Province,Asia,People's Republic of China,Beijing,,,,,,116.407526,39.90403
COVID-19_Tencent,2020-05-11 23:59:00,168,162,6,0,0,0,964.29,35.71,Inputted Data,Province,Asia,People's Republic of China,Hainan,,,,,,110.349228,20.017377
COVID-19_Tencent,2020-05-11 23:59:00,147,145,2,0,0,0,986.39,13.61,Inputted Data,Province,Asia,People's Republic of China,Guizhou,,,,,,106.70741,26.598194
COVID-19_Tencent,2020-05-11 23:59:00,139,137,2,0,0,0,985.61,14.39,Inputted Data,Province,Asia,People's Republic of China,Gansu,,,,,,103.826308,36.059421
COVID-19_Tencent,2020-05-11 23:59:00,131,112,0,7,3,0,854.96,0.0,Inputted Data,Province,Asia,People's Republic of China,Inner Mongolia,,,,,,111.765617,40.817498
COVID-19_Tencent,2020-05-11 23:59:00,76,73,3,0,0,0,960.53,39.47,Inputted Data,Province,Asia,People's Republic of China,Xinjiang,,,,,,87.627704,43.793026
COVID-19_Tencent,2020-05-11 23:59:00,75,75,0,0,0,0,1000.0,0.0,Inputted Data,Province,Asia,People's Republic of China,Ningxia,,,,,,106.258754,38.471317
COVID-19_Tencent,2020-05-11 23:59:00,64,63,0,0,0,0,984.38,0.0,Inputted Data,Province,Asia,People's Republic of China,Shanxi,,,,,,112.562398,37.873531
COVID-19_Tencent,2020-05-11 23:59:00,63,52,0,0,1,0,825.4,0.0,Inputted Data,Province,Asia,People's Republic of China,Shaanxi,,,,,,108.954239,34.265472
COVID-19_Tencent,2020-05-11 23:59:00,60,59,0,0,0,0,983.33,0.0,Inputted Data,Province,Asia,People's Republic of China,Fujian,,,,,,119.295144,26.100779
COVID-19_Tencent,2020-05-11 23:59:00,55,53,0,0,0,0,963.64,0.0,Inputted Data,Province,Asia,People's Republic of China,Tianjin,,,,,,117.200983,39.084158
COVID-19_Tencent,2020-05-11 23:59:00,45,42,0,0,1,0,933.33,0.0,Inputted Data,Province,Asia,People's Republic of China,Macau,,,,,,113.543028,22.186835
COVID-19_Tencent,2020-05-11 23:59:00,29,28,0,0,0,0,965.52,0.0,Inputted Data,Province,Asia,People's Republic of China,Liaoning,,,,,,123.42944,41.835441
COVID-19_Tencent,2020-05-11 23:59:00,25,23,0,0,0,0,920.0,0.0,Inputted Data,Province,Asia,People's Republic of China,Shandong,,,,,,117.020359,36.66853
COVID-19_Tencent,2020-05-11 23:59:00,22,22,0,0,1,0,1000.0,0.0,Inputted Data,Province,Asia,People's Republic of China,Jiangsu,,,,,,118.763232,32.061707
COVID-19_Tencent,2020-05-11 23:59:00,21,21,0,0,0,0,1000.0,0.0,Inputted Data,Province,Asia,People's Republic of China,Sichuan,,,,,,104.075931,30.651651
COVID-19_Tencent,2020-05-11 23:59:00,19,13,0,0,0,0,684.21,0.0,Inputted Data,Province,Asia,People's Republic of China,Jilin,,,,,,125.32599,43.896536
COVID-19_Tencent,2020-05-11 23:59:00,18,18,0,0,0,0,1000.0,0.0,Inputted Data,Province,Asia,People's Republic of China,Qinghai,,,,,,101.780199,36.620901
COVID-19_Tencent,2020-05-11 23:59:00,10,9,0,0,0,0,900.0,0.0,Inputted Data,Province,Asia,People's Republic of China,Hebei,,,,,,114.468664,38.037057
COVID-19_Tencent,2020-05-11 23:59:00,1,1,0,0,0,0,1000.0,0.0,Inputted Data,Province,Asia,People's Republic of China,Xizang,,,,,,91.117212,29.646922
COVID-19_Tencent,2020-05-10 23:59:00,10309,9992,72,6,83,0,969.25,6.98,Statistic Data,Country,Asia,People's Republic of China,,,,,,,104.195397,35.86166
COVID-19_Tencent,2020-05-10 23:59:00,10309,9992,72,6,83,0,969.25,6.98,Statistic Data,Continent,Asia,,,,,,,,111.23125,33.47486
COVID-19_Tencent,2020-05-10 23:59:00,10309,9992,72,6,83,0,969.25,6.98,Statistic Data,Global,,,,,,,,,148.770017,27.499299
COVID-19_Tencent,2020-05-10 23:59:00,1276,1254,22,0,0,0,982.76,17.24,Inputted Data,Province,Asia,People's Republic of China,Henan,,,,,,113.753602,34.765515
COVID-19_Tencent,2020-05-10 23:59:00,1268,1267,1,0,0,0,999.21,0.79,Inputted Data,Province,Asia,People's Republic of China,Zhejiang,,,,,,120.152791,30.267446
COVID-19_Tencent,2020-05-10 23:59:00,1047,982,4,3,15,0,937.92,3.82,Inputted Data,Province,Asia,People's Republic of China,Hong Kong,,,,,,114.163825,22.276284
COVID-19_Tencent,2020-05-10 23:59:00,1019,1015,4,0,0,0,996.07,3.93,Inputted Data,Province,Asia,People's Republic of China,Hunan,,,,,,112.98381,28.112444
COVID-19_Tencent,2020-05-10 23:59:00,991,985,6,0,0,0,993.95,6.05,Inputted Data,Province,Asia,People's Republic of China,Anhui,,,,,,117.284922,31.861184
COVID-19_Tencent,2020-05-10 23:59:00,937,936,1,0,0,0,998.93,1.07,Inputted Data,Province,Asia,People's Republic of China,Jiangxi,,,,,,115.909228,28.675696
COVID-19_Tencent,2020-05-10 23:59:00,579,573,6,0,0,0,989.64,10.36,Inputted Data,Province,Asia,People's Republic of China,Chongqing,,,,,,106.551556,29.563009
COVID-19_Tencent,2020-05-10 23:59:00,440,366,6,0,5,0,831.82,13.64,Inputted Data,Province,Asia,People's Republic of China,Taiwan,,,,,,121.508903,25.044319
COVID-19_Tencent,2020-05-10 23:59:00,386,355,0,0,46,0,919.69,0.0,Inputted Data,Province,Asia,People's Republic of China,Heilongjiang,,,,,,126.661669,45.742347
COVID-19_Tencent,2020-05-10 23:59:00,320,295,0,2,1,0,921.88,0.0,Inputted Data,Province,Asia,People's Republic of China,Shanghai,,,,,,121.473701,31.230416
COVID-19_Tencent,2020-05-10 23:59:00,254,252,2,0,0,0,992.13,7.87,Inputted Data,Province,Asia,People's Republic of China,Guangxi,,,,,,108.327546,22.815478
COVID-19_Tencent,2020-05-10 23:59:00,252,245,7,0,0,0,972.22,27.78,Inputted Data,Province,Asia,People's Republic of China,Hubei,,,,,,114.341861,30.546498
COVID-19_Tencent,2020-05-10 23:59:00,194,193,0,0,0,0,994.85,0.0,Inputted Data,Province,Asia,People's Republic of China,Guangdong,,,,,,113.26653,23.132191
COVID-19_Tencent,2020-05-10 23:59:00,174,161,0,0,3,0,925.29,0.0,Inputted Data,Province,Asia,People's Republic of China,Beijing,,,,,,116.407526,39.90403
COVID-19_Tencent,2020-05-10 23:59:00,168,162,6,0,0,0,964.29,35.71,Inputted Data,Province,Asia,People's Republic of China,Hainan,,,,,,110.349228,20.017377
